49,9
50,5
50,5
49,4
49,9
49,9
49,4
49,4
50,5
49,9
49,9
49,4
49,9
49,9
49,9
49,4
49,9
49,4
49,4
49,4
50,5
49,4
49,4
49,9
49,9
49,9
49,9
49,9
49,4
49,4
49,4
49,9
49,9
49,9
49,9
49,4
49,9
49,4
49,9
49,4
49,4
49,9
49,4
49,9
49,4
50,5
49,4
49,4
49,4
49,4
49,9
49,9
49,9
49,4
49,9
49,4
49,4
49,4
49,4
49,4
49,4
49,4
49,9
49,9
49,4
49,9
49,4
49,4
49,4
49,9
49,4
49,9
49,9
49,4
49,4
49,4
49,4
49,9
49,4
49,9
49,9
49,4
49,4
49,9
49,4
49,4
49,4
49,4
49,4
49,4
49,4
49,4
49,4
49,4
49,9
49,9
49,9
49,4
49,4
49,4
49,4
49,4
49,4
49,4
49,9
49,4
49,4
49,4
49,4
49,4
49,4
49,4
49,4
49,4
49,4
49,4
49,4
50,5
49,4
49,4
49,4
49,4
49,4
49,4
49,4
49,4
49,4
49,4
49,4
49,4
49,9
49,9
49,4
49,9
49,4
49,4
49,4
49,9
49,4
49,9
49,4
49,4
49,4
49,9
49,4
49,4
49,4
49,4
49,4
49,4
48,9
49,4
49,4
49,4
49,9
49,4
49,9
49,4
49,4
49,4
49,4
49,4
49,4
49,4
49,9
49,4
49,9
49,9
50,5
49,9
49,9
50,5
49,9
49,9
50,5
50,5
50,5
49,9
50,5
50,5
50,5
49,9
50,5
50,5
50,5
50,5
50,5
49,9
49,9
50,5
51,0
50,5
50,5
50,5
49,9
50,5
50,5
50,5
50,5
49,9
50,5
50,5
50,5
50,5
50,5
50,5
50,5
50,5
50,5
51,0
49,9
50,5
50,5
50,5
50,5
49,4
50,5
49,9
50,5
51,0
50,5
50,5
49,9
49,9
50,5
50,5
50,5
49,9
50,5
50,5
50,5
50,5
49,9
50,5
50,5
50,5
50,5
49,9
51,0
50,5
50,5
50,5
50,5
50,5
49,9
50,5
49,9
50,5
49,9
49,9
49,9
49,9
50,5
50,5
50,5
50,5
50,5
49,9
50,5
50,5
49,4
49,9
50,5
50,5
49,9
49,4
49,9
50,5
50,5
50,5
49,9
50,5
50,5
49,4
50,5
49,9
50,5
50,5
50,5
49,9
50,5
49,9
49,4
50,5
50,5
49,9
49,9
50,5
49,9
50,5
49,9
50,5
50,5
50,5
50,5
50,5
50,5
50,5
49,9
49,9
49,9
49,9
49,9
50,5
49,9
49,9
49,9
49,9
50,5
49,9
50,5
49,9
49,9
50,5
50,5
49,9
49,4
50,5
49,9
49,9
49,9
49,4
50,5
50,5
50,5
49,9
49,4
49,9
49,9
49,9
49,9
50,5
50,5
50,5
49,4
50,5
49,9
49,9
50,5
49,9
50,5
49,4
49,4
50,5
50,5
49,9
50,5
49,9
49,9
50,5
49,9
50,5
49,9
50,5
50,5
50,5
49,9
49,9
50,5
49,9
50,5
49,4
49,9
49,9
49,4
49,9
49,4
50,5
50,5
49,9
50,5
49,9
49,9
50,5
49,4
49,9
49,4
50,5
49,9
50,5
50,5
50,5
49,9
50,5
49,9
49,4
49,9
49,9
49,4
49,9
50,5
49,9
50,5
50,5
49,9
50,5
50,5
49,4
49,9
49,9
50,5
50,5
50,5
50,5
49,9
50,5
50,5
50,5
50,5
50,5
49,9
49,9
50,5
50,5
49,9
50,5
49,9
50,5
50,5
50,5
49,9
50,5
50,5
49,9
49,9
50,5
50,5
50,5
50,5
51,0
50,5
50,5
50,5
50,5
51,0
51,0
50,5
50,5
51,0
50,5
50,5
50,5
50,5
50,5
50,5
51,0
51,0
51,0
51,5
51,0
51,0
51,0
51,5
51,5
51,5
50,5
51,5
51,0
50,5
50,5
50,5
51,0
51,0
51,0
51,5
51,0
51,5
51,5
51,5
51,5
51,5
51,5
51,5
51,0
51,5
51,5
51,5
51,5
51,5
51,0
51,5
51,5
51,0
50,5
51,5
51,5
51,5
51,0
51,5
51,5
52,1
51,5
51,5
51,5
51,5
51,5
50,5
51,5
51,5
52,1
51,5
51,5
52,1
51,5
52,1
51,5
51,5
51,5
51,5
51,5
52,1
51,5
52,1
51,5
51,5
51,5
51,5
51,5
51,5
51,5
51,5
51,5
51,5
51,5
51,5
51,5
51,5
51,5
51,5
51,0
51,5
51,5
51,5
51,0
51,5
51,5
51,5
51,5
52,1
51,5
51,5
51,5
51,5
51,5
51,5
51,5
51,5
51,5
51,5
51,5
51,5
51,5
52,1
52,1
51,5
52,1
51,5
51,5
52,1
51,5
51,5
51,5
51,5
51,5
51,5
51,5
51,5
51,5
51,5
51,5
51,5
51,5
51,5
51,5
52,1
51,5
51,5
51,5
51,5
51,5
52,1
51,5
51,0
51,5
52,1
51,5
51,5
51,5
51,5
51,5
52,1
51,5
51,5
51,5
51,0
51,5
51,5
51,5
51,5
51,5
51,5
52,1
51,5
51,5
51,0
51,5
52,1
51,5
51,5
51,5
51,5
51,5
51,5
51,5
51,5
51,5
51,5
51,5
52,1
51,5
51,5
51,5
51,5
52,1
51,5
51,5
51,5
51,5
52,1
52,1
51,5
51,5
52,1
52,1
51,5
51,5
52,1
51,5
52,1
51,0
51,5
51,5
51,5
51,5
51,5
51,5
51,5
51,5
51,5
51,5
51,5
51,5
51,5
52,1
51,5
51,5
51,5
51,5
51,5
51,5
51,5
51,5
51,0
51,5
51,5
51,5
51,5
51,5
51,5
51,5
52,1
51,5
52,6
51,5
51,5
52,1
51,5
51,5
51,5
52,1
51,5
51,5
52,1
52,1
51,5
51,5
51,5
51,5
51,5
